manga_id,url_manga,title,title_english,title_japanese,chapters,volumes,status,start_published,end_published,score,rank,authors,genres,themes
1,https://myanimelist.net/manga/1/Monster,Monster,Monster,MONSTER,162.0,18.0,Finished,1994-12-05T00:00:00+00:00,2001-12-20T00:00:00+00:00,9.15,5.0,"['Urasawa, Naoki']","['Award Winning', 'Drama', 'Mystery']","['Adult Cast', 'Psychological']"
2,https://myanimelist.net/manga/2/Berserk,Berserk,Berserk,ベルセルク,,,Publishing,1989-08-25T00:00:00+00:00,,9.47,1.0,"['Miura, Kentarou', 'Studio Gaga']","['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Horror', 'Supernatural']","['Gore', 'Military', 'Mythology', 'Psychological']"
3,https://myanimelist.net/manga/3/20th_Century_Boys,20th Century Boys,20th Century Boys,20世紀少年,249.0,22.0,Finished,1999-09-27T00:00:00+00:00,2006-04-24T00:00:00+00:00,8.95,13.0,"['Urasawa, Naoki']","['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']","['Historical', 'Psychological']"
4,https://myanimelist.net/manga/4/Yokohama_Kaidashi_Kikou,Yokohama Kaidashi Kikou,Yokohama Kaidashi Kikou,ヨコハマ買い出し紀行,142.0,14.0,Finished,1994-04-25T00:00:00+00:00,2006-02-25T00:00:00+00:00,8.67,61.0,"['Ashinano, Hitoshi']","['Award Winning', 'Drama', 'Sci-Fi', 'Slice of Life']",['Iyashikei']
7,https://myanimelist.net/manga/7/Hajime_no_Ippo,Hajime no Ippo,Hajime no Ippo: Fighting Spirit!,はじめの一歩,,,Publishing,1989-09-27T00:00:00+00:00,,8.73,45.0,"['Morikawa, George']","['Award Winning', 'Sports']",['Combat Sports']
8,https://myanimelist.net/manga/8/Full_Moon_wo_Sagashite,Full Moon wo Sagashite,Full Moon wo Sagashite,満月〈フルムーン〉をさがして,35.0,7.0,Finished,2001-12-01T00:00:00+00:00,2004-04-30T00:00:00+00:00,8.04,675.0,"['Tanemura, Arina']","['Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Music', 'Showbiz']"
9,https://myanimelist.net/manga/9/Tsubasa__RESERVoir_CHRoNiCLE,Tsubasa: RESERVoir CHRoNiCLE,Tsubasa: RESERVoir CHRoNiCLE,ツバサ -RESERVoir CHRoNiCLE-,233.0,28.0,Finished,2003-05-21T00:00:00+00:00,2009-10-07T00:00:00+00:00,8.3,295.0,['CLAMP'],"['Action', 'Adventure', 'Drama', 'Fantasy']",[]
10,https://myanimelist.net/manga/10/xxxHOLiC,xxxHOLiC,xxxHOLiC,xxxHOLiC,213.0,19.0,Finished,2003-02-24T00:00:00+00:00,2011-02-09T00:00:00+00:00,8.37,234.0,['CLAMP'],"['Comedy', 'Drama', 'Mystery', 'Supernatural']",[]
11,https://myanimelist.net/manga/11/Naruto,Naruto,Naruto,NARUTO―ナルト―,700.0,72.0,Finished,1999-09-21T00:00:00+00:00,2014-11-10T00:00:00+00:00,8.07,616.0,"['Kishimoto, Masashi']","['Action', 'Adventure', 'Fantasy']",['Martial Arts']
12,https://myanimelist.net/manga/12/Bleach,Bleach,Bleach,BLEACH,705.0,74.0,Finished,2001-08-07T00:00:00+00:00,2016-08-22T00:00:00+00:00,7.86,1085.0,"['Kubo, Tite']","['Action', 'Adventure', 'Award Winning', 'Fantasy']",[]
13,https://myanimelist.net/manga/13/One_Piece,One Piece,One Piece,ONE PIECE,,,Publishing,1997-07-22T00:00:00+00:00,,9.22,4.0,"['Oda, Eiichiro']","['Action', 'Adventure', 'Fantasy']",[]
14,https://myanimelist.net/manga/14/Rave,Rave,Rave Master,RAVE,298.0,35.0,Finished,1999-07-07T00:00:00+00:00,2005-07-27T00:00:00+00:00,7.85,1131.0,"['Mashima, Hiro']","['Adventure', 'Comedy', 'Fantasy']",[]
15,https://myanimelist.net/manga/15/Mahou_Sensei_Negima,Mahou Sensei Negima!,Negima! Magister Negi Magi,魔法先生ネギま!,355.0,38.0,Finished,2003-02-26T00:00:00+00:00,2012-03-14T00:00:00+00:00,7.93,896.0,"['Akamatsu, Ken']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'Martial Arts', 'School']"
16,https://myanimelist.net/manga/16/Love_Hina,Love Hina,Love Hina,ラブひな,120.0,14.0,Finished,1998-10-21T00:00:00+00:00,2001-10-31T00:00:00+00:00,7.79,1310.0,"['Akamatsu, Ken']","['Award Winning', 'Comedy', 'Romance', 'Ecchi']",['Harem']
17,https://myanimelist.net/manga/17/Kareshi_Kanojo_no_Jijou,Kareshi Kanojo no Jijou,Kare Kano: His and Her Circumstances,彼氏彼女の事情,108.0,21.0,Finished,1995-12-22T00:00:00+00:00,2005-05-10T00:00:00+00:00,8.16,469.0,"['Tsuda, Masami']","['Comedy', 'Drama', 'Romance']",['School']
18,https://myanimelist.net/manga/18/Kodomo_no_Omocha,Kodomo no Omocha,Kodocha: Sana's Stage,こどものおもちゃ,54.0,10.0,Finished,1994-07-02T00:00:00+00:00,1998-10-03T00:00:00+00:00,8.3,295.0,"['Obana, Miho']","['Award Winning', 'Comedy', 'Drama', 'Romance', 'Slice of Life']","['Love Polygon', 'School', 'Showbiz']"
19,https://myanimelist.net/manga/19/GetBackers,GetBackers,GetBackers,GetBackers -奪還屋-,344.0,39.0,Finished,1999-03-24T00:00:00+00:00,2007-02-21T00:00:00+00:00,7.62,2097.0,"['Kibayashi, Shin', 'Ayamine, Rando']","['Action', 'Comedy', 'Drama', 'Mystery', 'Supernatural', 'Ecchi']",[]
20,https://myanimelist.net/manga/20/Hikaru_no_Go,Hikaru no Go,Hikaru no Go,ヒカルの碁,198.0,23.0,Finished,1998-12-08T00:00:00+00:00,2003-07-14T00:00:00+00:00,8.12,528.0,"['Obata, Takeshi', 'Hotta, Yumi']","['Award Winning', 'Comedy', 'Drama', 'Supernatural']",['Strategy Game']
21,https://myanimelist.net/manga/21/Death_Note,Death Note,Death Note,DEATH NOTE,108.0,12.0,Finished,2003-12-01T00:00:00+00:00,2006-05-15T00:00:00+00:00,8.69,52.0,"['Obata, Takeshi', 'Ohba, Tsugumi']","['Supernatural', 'Suspense']",['Psychological']
22,https://myanimelist.net/manga/22/Rurouni_Kenshin__Meiji_Kenkaku_Romantan,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin: Meiji Swordsman Romantic Story,るろうに剣心 -明治剣客浪漫譚-,259.0,28.0,Finished,1994-04-12T00:00:00+00:00,1999-09-21T00:00:00+00:00,8.56,107.0,"['Watsuki, Nobuhiro']","['Action', 'Drama']","['Historical', 'Samurai']"
23,https://myanimelist.net/manga/23/Ranma_½,Ranma ½,Ranma 1/2,らんま½,407.0,38.0,Finished,1987-08-05T00:00:00+00:00,1996-02-21T00:00:00+00:00,7.98,779.0,"['Takahashi, Rumiko']","['Action', 'Comedy', 'Romance', 'Ecchi']","['Harem', 'Martial Arts', 'School']"
24,https://myanimelist.net/manga/24/DGray-man,D.Gray-man,D.Gray-man,D.Gray-man,,,Publishing,2004-05-31T00:00:00+00:00,,8.28,324.0,"['Hoshino, Katsura']","['Action', 'Adventure', 'Fantasy']",[]
25,https://myanimelist.net/manga/25/Fullmetal_Alchemist,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,116.0,27.0,Finished,2001-07-12T00:00:00+00:00,2010-09-11T00:00:00+00:00,9.03,8.0,"['Arakawa, Hiromu']","['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']",['Military']
26,https://myanimelist.net/manga/26/Hunter_x_Hunter,Hunter x Hunter,Hunter x Hunter,HUNTER×HUNTER,,,Publishing,1998-03-03T00:00:00+00:00,,8.74,43.0,"['Togashi, Yoshihiro']","['Action', 'Adventure', 'Fantasy']",[]
27,https://myanimelist.net/manga/27/X,X,X,X,158.0,18.0,On Hiatus,1992-03-24T00:00:00+00:00,2003-03-24T00:00:00+00:00,8.1,575.0,['CLAMP'],"['Action', 'Drama', 'Fantasy', 'Supernatural']","['Psychological', 'Super Power']"
28,https://myanimelist.net/manga/28/Nana,Nana,Nana,NANA,84.0,21.0,On Hiatus,2000-05-26T00:00:00+00:00,2009-05-26T00:00:00+00:00,8.79,36.0,"['Yazawa, Ai']","['Award Winning', 'Drama', 'Romance']","['Adult Cast', 'Love Polygon', 'Music']"
29,https://myanimelist.net/manga/29/Paradise_Kiss,Paradise Kiss,Paradise Kiss,パラダイス・キス,48.0,5.0,Finished,1999-03-23T00:00:00+00:00,2003-03-22T00:00:00+00:00,8.29,315.0,"['Yazawa, Ai']","['Drama', 'Romance']","['School', 'Visual Arts']"
30,https://myanimelist.net/manga/30/Ouran_Koukou_Host_Club,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,87.0,18.0,Finished,2002-07-24T00:00:00+00:00,2010-09-24T00:00:00+00:00,8.5,145.0,"['Hatori, Bisco']","['Comedy', 'Drama', 'Romance']","['Crossdressing', 'Reverse Harem', 'School']"
31,https://myanimelist.net/manga/31/Lovely★Complex,Lovely★Complex,Love★Com,ラブ★コン,68.0,17.0,Finished,2001-08-13T00:00:00+00:00,2007-08-13T00:00:00+00:00,8.33,270.0,"['Nakahara, Aya']","['Award Winning', 'Comedy', 'Drama', 'Romance']",['School']
32,https://myanimelist.net/manga/32/666_Satan,666 Satan,O-Parts Hunter,666〜サタン〜,78.0,19.0,Finished,2001-08-11T00:00:00+00:00,2007-12-12T00:00:00+00:00,7.44,3339.0,"['Kishimoto, Seishi']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",[]
33,https://myanimelist.net/manga/33/Pita-Ten,Pita-Ten,Pita-Ten,ぴたテン,47.0,8.0,Finished,1999-08-27T00:00:00+00:00,2003-06-27T00:00:00+00:00,7.38,3933.0,['Koge-Donbo*'],"['Comedy', 'Drama', 'Fantasy', 'Romance']",[]
34,https://myanimelist.net/manga/34/Di_Gi_Charat__Koushiki_Comic_Anthology,Di Gi Charat: Koushiki Comic Anthology,Di Gi Charat,デ・ジ・キャラット 公式コミックアンソロジー,72.0,4.0,Finished,1998-07-01T00:00:00+00:00,2000-03-01T00:00:00+00:00,6.53,15137.0,"['Koge-Donbo*', 'Ootsuki, Yuuko', 'Fujieda, Miyabi', 'Kiriga, Yuki', 'Minamoto, Hisanari', 'Morisaki, Kurumi', 'Nekoma, Kotomi']","['Comedy', 'Fantasy', 'Sci-Fi']",[]
35,https://myanimelist.net/manga/35/Kamichama_Karin,Kamichama Karin,Kamichama Karin,かみちゃまかりん,32.0,7.0,Finished,2002-11-02T00:00:00+00:00,2008-04-03T00:00:00+00:00,7.5,2868.0,['Koge-Donbo*'],"['Comedy', 'Drama', 'Fantasy', 'Romance']",['Mahou Shoujo']
36,https://myanimelist.net/manga/36/Kamikaze_Kaitou_Jeanne,Kamikaze Kaitou Jeanne,Phantom Thief Jeanne,神風怪盗ジャンヌ,33.0,7.0,Finished,1997-12-29T00:00:00+00:00,2000-06-03T00:00:00+00:00,7.79,1318.0,"['Tanemura, Arina']","['Action', 'Drama', 'Romance', 'Supernatural']","['Mahou Shoujo', 'Reincarnation', 'School']"
37,https://myanimelist.net/manga/37/Shinshi_Doumei_Cross,Shinshi Doumei Cross,The Gentleman's Alliance Cross,紳士同盟†,59.0,11.0,Finished,2004-08-03T00:00:00+00:00,2008-06-03T00:00:00+00:00,7.85,1112.0,"['Tanemura, Arina']","['Comedy', 'Drama', 'Romance']",['School']
38,https://myanimelist.net/manga/38/_Anima,+Anima,+Anima,+ANIMA,59.0,10.0,Finished,1999-12-27T00:00:00+00:00,2005-01-27T00:00:00+00:00,7.65,1954.0,"['Mukai, Natsumi']","['Adventure', 'Fantasy']",[]
39,https://myanimelist.net/manga/39/Zombie_Powder,Zombie Powder.,Zombiepowder.,ZOMBIEPOWDER.,30.0,4.0,Finished,1999-07-19T00:00:00+00:00,2000-02-15T00:00:00+00:00,6.98,9022.0,"['Kubo, Tite']","['Action', 'Comedy', 'Supernatural']",[]
40,https://myanimelist.net/manga/40/Black_Cat,Black Cat,Black Cat,BLACK CAT,187.0,20.0,Finished,2000-07-11T00:00:00+00:00,2004-06-14T00:00:00+00:00,7.79,1326.0,"['Yabuki, Kentarou']","['Action', 'Adventure', 'Comedy', 'Fantasy']",[]
41,https://myanimelist.net/manga/41/Busou_Renkin,Busou Renkin,Buso Renkin,武装錬金,83.0,10.0,Finished,2003-06-23T00:00:00+00:00,2006-04-25T00:00:00+00:00,7.26,5194.0,"['Watsuki, Nobuhiro']","['Action', 'Comedy', 'Fantasy', 'Supernatural']",['School']
42,https://myanimelist.net/manga/42/Dragon_Ball,Dragon Ball,Dragon Ball,ドラゴンボール,520.0,42.0,Finished,1984-11-20T00:00:00+00:00,1995-05-23T00:00:00+00:00,8.41,203.0,"['Toriyama, Akira']","['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['Martial Arts', 'Super Power']"
43,https://myanimelist.net/manga/43/Eyeshield_21,Eyeshield 21,Eyeshield 21,アイシールド21,333.0,37.0,Finished,2002-07-23T00:00:00+00:00,2009-06-15T00:00:00+00:00,8.47,166.0,"['Inagaki, Riichiro', 'Murata, Yusuke']",['Sports'],['Team Sports']
44,https://myanimelist.net/manga/44/Gintama,Gintama,Gin Tama,銀魂,709.0,77.0,Finished,2003-12-08T00:00:00+00:00,2019-06-20T00:00:00+00:00,8.63,79.0,"['Sorachi, Hideaki']","['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']"
45,https://myanimelist.net/manga/45/Ichigo_100,Ichigo 100%,Strawberry 100%,いちご100%,167.0,19.0,Finished,2002-02-19T00:00:00+00:00,2005-08-01T00:00:00+00:00,7.77,1395.0,"['Kawashita, Mizuki']","['Comedy', 'Drama', 'Romance', 'Ecchi']","['Harem', 'School']"
46,https://myanimelist.net/manga/46/Kannade,Kannade,,神撫手,15.0,2.0,Finished,2003-09-22T00:00:00+00:00,2003-12-15T00:00:00+00:00,6.8,11585.0,"['Horibe, Takeo']","['Action', 'Mystery']",[]
47,https://myanimelist.net/manga/47/Katekyou_Hitman_Reborn,Katekyou Hitman Reborn!,Reborn!,家庭教師〈かてきょー〉ヒットマンREBORN!,411.0,42.0,Finished,2004-05-24T00:00:00+00:00,2012-11-12T00:00:00+00:00,8.12,529.0,"['Amano, Akira']","['Action', 'Comedy']","['Organized Crime', 'School', 'Super Power']"
48,https://myanimelist.net/manga/48/Pretty_Face,Pretty Face,Pretty Face,プリティフェイス,53.0,6.0,Finished,2002-05-14T00:00:00+00:00,2003-06-09T00:00:00+00:00,7.57,2393.0,"['Kano, Yasuhiro']","['Comedy', 'Romance', 'Ecchi']","['Magical Sex Shift', 'School']"
49,https://myanimelist.net/manga/49/Tennis_no_Oujisama,Tennis no Oujisama,The Prince of Tennis,テニスの王子様,382.0,42.0,Finished,1999-07-06T00:00:00+00:00,2008-03-03T00:00:00+00:00,7.71,1637.0,"['Konomi, Takeshi']",['Sports'],['School']
50,https://myanimelist.net/manga/50/Shaman_King,Shaman King,Shaman King,シャーマンキング,288.0,32.0,Finished,1998-06-30T00:00:00+00:00,2004-08-30T00:00:00+00:00,7.78,1362.0,"['Takei, Hiroyuki']","['Action', 'Adventure', 'Comedy', 'Supernatural']",['Super Power']
51,https://myanimelist.net/manga/51/Slam_Dunk,Slam Dunk,Slam Dunk,SLAM DUNK,276.0,31.0,Finished,1990-09-18T00:00:00+00:00,1996-06-04T00:00:00+00:00,9.09,6.0,"['Inoue, Takehiko']","['Award Winning', 'Sports']","['School', 'Team Sports']"
52,https://myanimelist.net/manga/52/Whistle,Whistle!,Whistle!,ホイッスル!,216.0,24.0,Finished,1998-02-24T00:00:00+00:00,2002-10-08T00:00:00+00:00,7.8,1284.0,"['Higuchi, Daisuke']","['Drama', 'Sports']",['Team Sports']
53,https://myanimelist.net/manga/53/Yuu☆Yuu☆Hakusho,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho,幽☆遊☆白書,176.0,19.0,Finished,1990-11-20T00:00:00+00:00,1994-07-12T00:00:00+00:00,8.2,422.0,"['Togashi, Yoshihiro']","['Action', 'Award Winning', 'Comedy', 'Drama', 'Supernatural']",[]
54,https://myanimelist.net/manga/54/Yu☆Gi☆Oh,Yu☆Gi☆Oh!,Yu-Gi-Oh!,遊☆戯☆王,343.0,38.0,Finished,1996-09-17T00:00:00+00:00,2004-03-08T00:00:00+00:00,7.66,1881.0,"['Takahashi, Kazuki']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Supernatural']","['Historical', 'School', 'Strategy Game']"
55,https://myanimelist.net/manga/55/Aishiteruze_Baby★★,Aishiteruze Baby★★,Aishiteruze Baby,愛してるぜ ベイベ★★,33.0,7.0,Finished,2002-03-02T00:00:00+00:00,2004-12-01T00:00:00+00:00,7.9,966.0,"['Maki, Youko']","['Comedy', 'Drama', 'Romance']","['Childcare', 'School']"
56,https://myanimelist.net/manga/56/Caramel_Diary,Caramel Diary,,きゃらめるダイアリー,5.0,1.0,Finished,1999-03-18T00:00:00+00:00,1999-09-18T00:00:00+00:00,6.62,14006.0,"['Mizusawa, Megumi']","['Comedy', 'Romance']",['School']
57,https://myanimelist.net/manga/57/Hanazakari_no_Kimitachi_e,Hanazakari no Kimitachi e,Hana-Kimi: For You in Full Blossom,花ざかりの君たちへ,148.0,23.0,Finished,1996-08-20T00:00:00+00:00,2004-08-20T00:00:00+00:00,8.28,325.0,"['Nakajo, Hisaya']","['Comedy', 'Drama', 'Romance']","['Crossdressing', 'Love Polygon', 'School']"
58,https://myanimelist.net/manga/58/W-Juliet,W-Juliet,W-Juliet,Wジュリエット,79.0,14.0,Finished,1997-10-15T00:00:00+00:00,2002-11-20T00:00:00+00:00,7.89,1014.0,['Emura'],"['Comedy', 'Drama', 'Romance', 'Slice of Life']","['Crossdressing', 'Performing Arts', 'School']"
59,https://myanimelist.net/manga/59/√WPB,√W.P.B.,,√W.P.B.,12.0,2.0,Finished,2002-09-18T00:00:00+00:00,2004-07-17T00:00:00+00:00,,18814.0,"['Nakamura, Shungiku']","['Action', 'Adventure', 'Comedy', 'Fantasy']",[]
60,https://myanimelist.net/manga/60/π,π,,π（パイ）,101.0,9.0,Finished,2002-09-09T00:00:00+00:00,2005-02-21T00:00:00+00:00,,18815.0,"['Furuya, Usamaru']","['Comedy', 'Romance', 'Ecchi']",['School']
61,https://myanimelist.net/manga/61/Seito_no_Shucho_Kyoushi_no_Honbun,Seito no Shucho Kyoushi no Honbun,"...But, I'm Your Teacher",生徒の主張・教師の本分,7.0,1.0,Finished,1997-07-01T00:00:00+00:00,,6.48,,"['Takakura, Row']","['Boys Love', 'Drama', 'Erotica']",['Psychological']
62,https://myanimelist.net/manga/62/±_Junkie,± Junkie,,±ジャンキー,4.0,1.0,Finished,2003-06-03T00:00:00+00:00,2003-09-03T00:00:00+00:00,6.18,17701.0,"['Asahina, Yuuya']","['Drama', 'Romance']",['School']
63,https://myanimelist.net/manga/63/Aruto_no_A,"""Aruto"" no ""A""",,「あると」の「あ」,,4.0,Finished,1988-11-12T00:00:00+00:00,1990-01-01T00:00:00+00:00,,18816.0,"['Akaishi, Michiyo']","['Drama', 'Romance']",['Music']
64,https://myanimelist.net/manga/64/13_Nichi_wa_Kinyoubi,13 Nichi wa Kinyoubi?,,13日は金曜日?,15.0,3.0,Finished,2003-03-03T00:00:00+00:00,2004-10-18T00:00:00+00:00,6.73,12622.0,"['Enomoto, Chizuru']","['Mystery', 'Supernatural']",['School']
65,https://myanimelist.net/manga/65/17-sai__Hajimete_no_H,17-sai: Hajimete no H,,17歳 初めてのＨ,7.0,1.0,Finished,2001-06-26T00:00:00+00:00,,6.45,15942.0,"['Shinjou, Mayu', 'Minami, Kanan', 'Shigano, Iori', 'Ayukawa, Mio', 'Kousaka, Yuuka', 'Sakurai, Miya', 'Masuzaki, Yoshino']","['Drama', 'Romance']",[]
66,https://myanimelist.net/manga/66/Ninin_ga_Shinobuden,Ninin ga Shinobuden,Ninja Nonsense,ニニンがシノブ伝,68.0,4.0,Finished,2000-07-18T00:00:00+00:00,2006-01-21T00:00:00+00:00,7.02,8377.0,"['Koga, Ryoichi']",['Comedy'],['Gag Humor']
67,https://myanimelist.net/manga/67/2001-ya_Monogatari,2001-ya Monogatari,2001 Nights,2001夜物語,20.0,3.0,Finished,1984-05-05T00:00:00+00:00,1986-05-06T00:00:00+00:00,7.83,1200.0,"['Hoshino, Yukinobu']","['Drama', 'Sci-Fi']",['Space']
68,https://myanimelist.net/manga/68/337_Byooshi,3.3.7 Byooshi!!,,3.3.7ビョーシ!!,86.0,10.0,Finished,2001-07-25T00:00:00+00:00,2003-06-11T00:00:00+00:00,7.09,7384.0,"['Kubo, Mitsurou']","['Comedy', 'Drama', 'Romance', 'Ecchi']",[]
69,https://myanimelist.net/manga/69/Suki_to_Ienai,"""Suki"" to Ienai.",,“すき”と言えない。,1.0,,Finished,2006-10-14T00:00:00+00:00,,6.74,12426.0,"['Miyawaki, Yukino']",['Romance'],[]
70,https://myanimelist.net/manga/70/Übel_Blatt,Übel Blatt,Ubel Blatt,Übel Blatt ～ユーベルブラット～,167.0,23.0,Finished,2004-12-03T00:00:00+00:00,2019-03-25T00:00:00+00:00,7.63,2061.0,"['Shiono, Etorouji']","['Action', 'Adventure', 'Fantasy', 'Ecchi']",[]
71,https://myanimelist.net/manga/71/Zettai_Kareshi,Zettai Kareshi.,Absolute Boyfriend,絶対彼氏。,35.0,6.0,Finished,2003-05-20T00:00:00+00:00,2004-10-05T00:00:00+00:00,7.68,1799.0,"['Watase, Yuu']","['Comedy', 'Drama', 'Romance', 'Sci-Fi']",['School']
72,https://myanimelist.net/manga/72/Abenobashi_Mahou☆Shoutengai,Abenobashi Mahou☆Shoutengai,Magical Shopping Arcade Abenobashi,アベノ橋 魔法☆商店街,12.0,2.0,Finished,2001-07-26T00:00:00+00:00,2002-06-26T00:00:00+00:00,6.55,14841.0,"['Akahori, Satoru', 'Deguchi, Ryuusei']","['Adventure', 'Comedy', 'Fantasy', 'Ecchi']",['Isekai']
73,https://myanimelist.net/manga/73/Tenjou_Tenge,Tenjou Tenge,Tenjho Tenge,天上天下,136.0,22.0,Finished,1997-10-18T00:00:00+00:00,2010-08-19T00:00:00+00:00,7.25,5328.0,['Oh! Great'],"['Action', 'Drama', 'Romance', 'Supernatural', 'Ecchi']","['Martial Arts', 'School']"
74,https://myanimelist.net/manga/74/Air_Gear,Air Gear,Air Gear,エア・ギア,358.0,37.0,Finished,2002-11-06T00:00:00+00:00,2012-05-23T00:00:00+00:00,7.78,1358.0,['Oh! Great'],"['Action', 'Award Winning', 'Supernatural', 'Ecchi']",['School']
75,https://myanimelist.net/manga/75/Ai_yori_Aoshi,Ai yori Aoshi,Ai yori Aoshi,藍より青し,153.0,17.0,Finished,1998-11-27T00:00:00+00:00,2005-08-26T00:00:00+00:00,7.53,2718.0,"['Fumizuki, Kou']","['Comedy', 'Drama', 'Romance', 'Ecchi']",['Harem']
76,https://myanimelist.net/manga/76/Akachan_to_Boku,Akachan to Boku,Baby & Me,赤ちゃんと僕,108.0,18.0,Finished,1991-05-02T00:00:00+00:00,1997-06-20T00:00:00+00:00,7.64,1998.0,"['Ragawa, Marimo']","['Award Winning', 'Comedy', 'Drama', 'Slice of Life']",['Childcare']
77,https://myanimelist.net/manga/77/Alice_19th,Alice 19th,Alice 19th,ありす19th,40.0,7.0,Finished,2001-06-20T00:00:00+00:00,2003-03-05T00:00:00+00:00,7.34,4297.0,"['Watase, Yuu']","['Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Psychological', 'School']"
78,https://myanimelist.net/manga/78/Alichino,Alichino,Alichino,ALICHINO 〜アリキーノ〜,17.0,3.0,Finished,1998-11-01T00:00:00+00:00,2001-05-01T00:00:00+00:00,7.06,7796.0,"['Shurei, Kouyu']","['Fantasy', 'Supernatural']",[]
79,https://myanimelist.net/manga/79/Sora_wa_Akai_Kawa_no_Hotori,Sora wa Akai Kawa no Hotori,Red River,天は赤い河のほとり,96.0,28.0,Finished,1995-01-05T00:00:00+00:00,2002-06-05T00:00:00+00:00,8.3,296.0,"['Shinohara, Chie']","['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Historical', 'Time Travel']"
80,https://myanimelist.net/manga/80/Angelic_Layer,Angelic Layer,Angelic Layer,ANGELIC LAYER,28.0,5.0,Finished,1998-12-26T00:00:00+00:00,2001-09-26T00:00:00+00:00,7.12,6921.0,['CLAMP'],"['Action', 'Comedy', 'Drama', 'Sci-Fi']",['Strategy Game']
81,https://myanimelist.net/manga/81/Aria,Aria,Aria,ARIA,67.0,12.0,Finished,2002-02-28T00:00:00+00:00,2008-02-29T00:00:00+00:00,8.63,80.0,"['Amano, Kozue']","['Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Slice of Life']",['Iyashikei']
83,https://myanimelist.net/manga/83/Ayashi_no_Ceres,Ayashi no Ceres,Ceres: Celestial Legend,妖しのセレス,83.0,14.0,Finished,1996-08-05T00:00:00+00:00,2000-01-20T00:00:00+00:00,7.57,2394.0,"['Watase, Yuu']","['Award Winning', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Supernatural']",[]
84,https://myanimelist.net/manga/84/Fushigi_Yuugi,Fushigi Yuugi,Fushigi Yugi,ふしぎ遊戯,106.0,18.0,Finished,1992-05-01T00:00:00+00:00,1996-07-01T00:00:00+00:00,7.63,2078.0,"['Watase, Yuu']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']","['Historical', 'Isekai', 'Reverse Harem']"
85,https://myanimelist.net/manga/85/Azumanga_Daioh,Azumanga Daioh,Azumanga Daioh,あずまんが大王,69.0,4.0,Finished,1999-01-18T00:00:00+00:00,2002-03-21T00:00:00+00:00,8.37,235.0,"['Azuma, Kiyohiko']","['Comedy', 'Slice of Life']","['CGDCT', 'School']"
86,https://myanimelist.net/manga/86/Time_Stranger_Kyoko,Time Stranger Kyoko,Time Stranger Kyoko,時空異邦人KYOKO,13.0,3.0,Finished,2000-08-03T00:00:00+00:00,2001-08-03T00:00:00+00:00,7.19,6050.0,"['Tanemura, Arina']","['Adventure', 'Fantasy', 'Romance']",[]
87,https://myanimelist.net/manga/87/Tactics,Tactics,Tactics,tactics,82.0,15.0,Finished,2000-12-18T00:00:00+00:00,2013-04-15T00:00:00+00:00,7.35,4170.0,"['Kinoshita, Sakura', 'Higashiyama, Kazuko']","['Mystery', 'Supernatural']","['Historical', 'Mythology']"
88,https://myanimelist.net/manga/88/Angel_Dust,Angel/Dust,Angel/Dust,ANGEL/DUST,9.0,1.0,Finished,2000-04-10T00:00:00+00:00,2000-12-09T00:00:00+00:00,6.35,16764.0,"['Nanase, Aoi']","['Fantasy', 'Girls Love']",[]
89,https://myanimelist.net/manga/89/Gals,Gals!,GALS!,GALS！,40.0,10.0,Finished,1999-08-01T00:00:00+00:00,2002-07-15T00:00:00+00:00,7.41,3621.0,"['Fujii, Mihona']","['Comedy', 'Drama', 'Romance', 'Slice of Life']",['School']
90,https://myanimelist.net/manga/90/Loveless,Loveless,Loveless,LOVELESS,,,Publishing,2001-11-17T00:00:00+00:00,,7.63,2079.0,"['Kouga, Yun']","['Boys Love', 'Fantasy', 'Mystery']",[]
91,https://myanimelist.net/manga/91/Marmalade_Boy,Marmalade Boy,Marmalade Boy,ママレード・ボーイ,40.0,8.0,Finished,1992-05-01T00:00:00+00:00,1995-10-01T00:00:00+00:00,7.58,2369.0,"['Yoshizumi, Wataru']","['Comedy', 'Drama', 'Romance']",[]
